season,season_type_label,team,overall,home,road,overall_wins,overall_losses,overall_games,home_wins,home_losses,home_games,road_wins,road_losses,road_games
1991,Regular Season,Washington Bullets,30-52,21-20,9-32,30,52,82,21,20,41,9,32,41
1991,Regular Season,Minnesota Timberwolves,29-53,21-20,8-33,29,53,82,21,20,41,8,33,41
1991,Regular Season,Dallas Mavericks,28-54,20-21,8-33,28,54,82,20,21,41,8,33,41
1991,Regular Season,Charlotte Hornets,26-56,17-24,9-32,26,56,82,17,24,41,9,32,41
1991,Regular Season,New Jersey Nets,26-56,20-21,6-35,26,56,82,20,21,41,6,35,41
1991,Regular Season,Sacramento Kings,25-57,24-17,1-40,25,57,82,24,17,41,1,40,41
1991,Regular Season,Miami Heat,24-58,18-23,6-35,24,58,82,18,23,41,6,35,41
1991,Regular Season,Denver Nuggets,20-62,17-24,3-38,20,62,82,17,24,41,3,38,41
1991,Playoffs,Chicago Bulls,15-2,8-1,7-1,15,2,17,8,1,9,7,1,8
1991,Playoffs,Los Angeles Lakers,12-7,7-4,5-3,12,7,19,7,4,11,5,3,8
1991,Playoffs,Portland Trail Blazers,9-7,8-1,1-6,9,7,16,8,1,9,1,6,7
1991,Playoffs,Detroit Pistons,7-8,4-4,3-4,7,8,15,4,4,8,3,4,7
1991,Playoffs,Boston Celtics,5-6,3-3,2-3,5,6,11,3,3,6,2,3,5
1991,Playoffs,Golden State Warriors,4-5,2-2,2-3,4,5,9,2,2,4,2,3,5
1991,Playoffs,Philadelphia 76ers,4-4,2-1,2-3,4,4,8,2,1,3,2,3,5
1991,Playoffs,Utah Jazz,4-5,3-1,1-4,4,5,9,3,1,4,1,4,5
1991,Playoffs,Atlanta Hawks,2-3,1-1,1-2,2,3,5,1,1,2,1,2,3
1991,Playoffs,Indiana Pacers,2-3,1-1,1-2,2,3,5,1,1,2,1,2,3
1991,Playoffs,Seattle SuperSonics,2-3,2-0,0-3,2,3,5,2,0,2,0,3,3
1991,Playoffs,Phoenix Suns,1-3,1-1,0-2,1,3,4,1,1,2,0,2,2
1991,Playoffs,San Antonio Spurs,1-3,1-1,0-2,1,3,4,1,1,2,0,2,2
1991,Playoffs,Houston Rockets,0-3,0-1,0-2,0,3,3,0,1,1,0,2,2
1991,Playoffs,Milwaukee Bucks,0-3,0-2,0-1,0,3,3,0,2,2,0,1,1
1991,Playoffs,New York Knicks,0-3,0-1,0-2,0,3,3,0,1,1,0,2,2
1992,Regular Season,Chicago Bulls,67-15,36-5,31-10,67,15,82,36,5,41,31,10,41
1992,Regular Season,Cleveland Cavaliers,57-25,35-6,22-19,57,25,82,35,6,41,22,19,41
1992,Regular Season,Portland Trail Blazers,57-25,33-8,24-17,57,25,82,33,8,41,24,17,41
1992,Regular Season,Golden State Warriors,55-27,31-10,24-17,55,27,82,31,10,41,24,17,41
1992,Regular Season,Utah Jazz,55-27,37-4,18-23,55,27,82,37,4,41,18,23,41
1992,Regular Season,Phoenix Suns,53-29,36-5,17-24,53,29,82,36,5,41,17,24,41
1992,Regular Season,Boston Celtics,51-31,34-7,17-24,51,31,82,34,7,41,17,24,41
1992,Regular Season,New York Knicks,51-31,30-11,21-20,51,31,82,30,11,41,21,20,41
1992,Regular Season,Detroit Pistons,48-34,25-16,23-18,48,34,82,25,16,41,23,18,41
1992,Regular Season,San Antonio Spurs,47-35,31-10,16-25,47,35,82,31,10,41,16,25,41
1992,Regular Season,Seattle SuperSonics,47-35,28-13,19-22,47,35,82,28,13,41,19,22,41
1992,Regular Season,Los Angeles Clippers,45-37,29-12,16-25,45,37,82,29,12,41,16,25,41
1992,Regular Season,Los Angeles Lakers,43-39,24-17,19-22,43,39,82,24,17,41,19,22,41
1992,Regular Season,Houston Rockets,42-40,28-13,14-27,42,40,82,28,13,41,14,27,41
1992,Regular Season,Indiana Pacers,40-42,26-15,14-27,40,42,82,26,15,41,14,27,41
1992,Regular Season,New Jersey Nets,40-42,25-16,15-26,40,42,82,25,16,41,15,26,41
1992,Regular Season,Miami Heat,38-44,28-13,10-31,38,44,82,28,13,41,10,31,41
1992,Regular Season,Atlanta Hawks,38-44,23-18,15-26,38,44,82,23,18,41,15,26,41
1992,Regular Season,Philadelphia 76ers,35-47,23-18,12-29,35,47,82,23,18,41,12,29,41
1992,Regular Season,Charlotte Hornets,31-51,22-19,9-32,31,51,82,22,19,41,9,32,41
1992,Regular Season,Milwaukee Bucks,31-51,25-16,6-35,31,51,82,25,16,41,6,35,41
1992,Regular Season,Sacramento Kings,29-53,21-20,8-33,29,53,82,21,20,41,8,33,41
1992,Regular Season,Washington Bullets,25-57,14-27,11-30,25,57,82,14,27,41,11,30,41
1992,Regular Season,Denver Nuggets,24-58,18-23,6-35,24,58,82,18,23,41,6,35,41
1992,Regular Season,Dallas Mavericks,22-60,15-26,7-34,22,60,82,15,26,41,7,34,41
1992,Regular Season,Orlando Magic,21-61,13-28,8-33,21,61,82,13,28,41,8,33,41
1992,Regular Season,Minnesota Timberwolves,15-67,9-32,6-35,15,67,82,9,32,41,6,35,41
1992,Playoffs,Chicago Bulls,15-7,9-3,6-4,15,7,22,9,3,12,6,4,10
1992,Playoffs,Portland Trail Blazers,13-8,9-2,4-6,13,8,21,9,2,11,4,6,10
1992,Playoffs,Cleveland Cavaliers,9-8,6-3,3-5,9,8,17,6,3,9,3,5,8
1992,Playoffs,Utah Jazz,9-7,8-1,1-6,9,7,16,8,1,9,1,6,7
1992,Playoffs,Boston Celtics,6-4,4-1,2-3,6,4,10,4,1,5,2,3,5
1992,Playoffs,New York Knicks,6-6,4-2,2-4,6,6,12,4,2,6,2,4,6
1992,Playoffs,Phoenix Suns,4-4,3-1,1-3,4,4,8,3,1,4,1,3,4
1992,Playoffs,Seattle SuperSonics,4-5,3-1,1-4,4,5,9,3,1,4,1,4,5
1992,Playoffs,Detroit Pistons,2-3,1-1,1-2,2,3,5,1,1,2,1,2,3
1992,Playoffs,Los Angeles Clippers,2-3,2-0,0-3,2,3,5,2,0,2,0,3,3
1992,Playoffs,Golden State Warriors,1-3,1-1,0-2,1,3,4,1,1,2,0,2,2
1992,Playoffs,Los Angeles Lakers,1-3,1-1,0-2,1,3,4,1,1,2,0,2,2
1992,Playoffs,New Jersey Nets,1-3,1-1,0-2,1,3,4,1,1,2,0,2,2
1992,Playoffs,Indiana Pacers,0-3,0-1,0-2,0,3,3,0,1,1,0,2,2
1992,Playoffs,Miami Heat,0-3,0-1,0-2,0,3,3,0,1,1,0,2,2
1992,Playoffs,San Antonio Spurs,0-3,0-1,0-2,0,3,3,0,1,1,0,2,2
1993,Regular Season,Phoenix Suns,62-20,35-6,27-14,62,20,82,35,6,41,27,14,41
1993,Regular Season,New York Knicks,60-22,37-4,23-18,60,22,82,37,4,41,23,18,41
1993,Regular Season,Chicago Bulls,57-25,31-10,26-15,57,25,82,31,10,41,26,15,41
1993,Regular Season,Houston Rockets,55-27,31-10,24-17,55,27,82,31,10,41,24,17,41
1993,Regular Season,Seattle SuperSonics,55-27,33-8,22-19,55,27,82,33,8,41,22,19,41
1993,Regular Season,Cleveland Cavaliers,54-28,35-6,19-22,54,28,82,35,6,41,19,22,41
1993,Regular Season,Portland Trail Blazers,51-31,30-11,21-20,51,31,82,30,11,41,21,20,41
1993,Regular Season,San Antonio Spurs,49-33,31-10,18-23,49,33,82,31,10,41,18,23,41
1993,Regular Season,Boston Celtics,48-34,28-13,20-21,48,34,82,28,13,41,20,21,41
1993,Regular Season,Utah Jazz,47-35,28-13,19-22,47,35,82,28,13,41,19,22,41
1993,Regular Season,Charlotte Hornets,44-38,22-19,22-19,44,38,82,22,19,41,22,19,41
1993,Regular Season,Atlanta Hawks,43-39,25-16,18-23,43,39,82,25,16,41,18,23,41
1993,Regular Season,New Jersey Nets,43-39,26-15,17-24,43,39,82,26,15,41,17,24,41
1993,Regular Season,Indiana Pacers,41-41,27-14,14-27,41,41,82,27,14,41,14,27,41
1993,Regular Season,Los Angeles Clippers,41-41,27-14,14-27,41,41,82,27,14,41,14,27,41
1993,Regular Season,Orlando Magic,41-41,27-14,14-27,41,41,82,27,14,41,14,27,41
1993,Regular Season,Detroit Pistons,40-42,28-13,12-29,40,42,82,28,13,41,12,29,41
1993,Regular Season,Los Angeles Lakers,39-43,20-21,19-22,39,43,82,20,21,41,19,22,41
1993,Regular Season,Denver Nuggets,36-46,28-13,8-33,36,46,82,28,13,41,8,33,41
1993,Regular Season,Miami Heat,36-46,26-15,10-31,36,46,82,26,15,41,10,31,41
1993,Regular Season,Golden State Warriors,34-48,19-22,15-26,34,48,82,19,22,41,15,26,41
1993,Regular Season,Milwaukee Bucks,28-54,18-23,10-31,28,54,82,18,23,41,10,31,41
1993,Regular Season,Philadelphia 76ers,26-56,15-26,11-30,26,56,82,15,26,41,11,30,41
1993,Regular Season,Sacramento Kings,25-57,16-25,9-32,25,57,82,16,25,41,9,32,41
1993,Regular Season,Washington Bullets,22-60,15-26,7-34,22,60,82,15,26,41,7,34,41
1993,Regular Season,Minnesota Timberwolves,19-63,11-30,8-33,19,63,82,11,30,41,8,33,41
1993,Regular Season,Dallas Mavericks,11-71,7-34,4-37,11,71,82,7,34,41,4,37,41
1993,Playoffs,Chicago Bulls,15-4,8-2,7-2,15,4,19,8,2,10,7,2,9
1993,Playoffs,Phoenix Suns,13-11,7-6,6-5,13,11,24,7,6,13,6,5,11
1993,Playoffs,Seattle SuperSonics,10-9,8-2,2-7,10,9,19,8,2,10,2,7,9
1993,Playoffs,New York Knicks,9-6,7-1,2-5,9,6,15,7,1,8,2,5,7
1993,Playoffs,Houston Rockets,6-6,5-1,1-5,6,6,12,5,1,6,1,5,6
1993,Playoffs,San Antonio Spurs,5-5,4-1,1-4,5,5,10,4,1,5,1,4,5
1993,Playoffs,Charlotte Hornets,4-5,3-1,1-4,4,5,9,3,1,4,1,4,5
1993,Playoffs,Cleveland Cavaliers,3-6,2-3,1-3,3,6,9,2,3,5,1,3,4
1993,Playoffs,Los Angeles Clippers,2-3,1-1,1-2,2,3,5,1,1,2,1,2,3
1993,Playoffs,Los Angeles Lakers,2-3,0-2,2-1,2,3,5,0,2,2,2,1,3
1993,Playoffs,New Jersey Nets,2-3,1-1,1-2,2,3,5,1,1,2,1,2,3
1993,Playoffs,Utah Jazz,2-3,1-1,1-2,2,3,5,1,1,2,1,2,3
1993,Playoffs,Boston Celtics,1-3,1-1,0-2,1,3,4,1,1,2,0,2,2
1993,Playoffs,Indiana Pacers,1-3,1-1,0-2,1,3,4,1,1,2,0,2,2
1993,Playoffs,Portland Trail Blazers,1-3,1-1,0-2,1,3,4,1,1,2,0,2,2
1993,Playoffs,Atlanta Hawks,0-3,0-1,0-2,0,3,3,0,1,1,0,2,2
1994,Regular Season,Seattle SuperSonics,63-19,37-4,26-15,63,19,82,37,4,41,26,15,41
1994,Regular Season,Houston Rockets,58-24,35-6,23-18,58,24,82,35,6,41,23,18,41
1994,Regular Season,Atlanta Hawks,57-25,36-5,21-20,57,25,82,36,5,41,21,20,41
1994,Regular Season,New York Knicks,57-25,32-9,25-16,57,25,82,32,9,41,25,16,41
1994,Regular Season,Phoenix Suns,56-26,36-5,20-21,56,26,82,36,5,41,20,21,41
1994,Regular Season,Chicago Bulls,55-27,31-10,24-17,55,27,82,31,10,41,24,17,41
1994,Regular Season,San Antonio Spurs,55-27,32-9,23-18,55,27,82,32,9,41,23,18,41
1994,Regular Season,Utah Jazz,53-29,33-8,20-21,53,29,82,33,8,41,20,21,41
1994,Regular Season,Golden State Warriors,50-32,29-12,21-20,50,32,82,29,12,41,21,20,41
1994,Regular Season,Orlando Magic,50-32,31-10,19-22,50,32,82,31,10,41,19,22,41
1994,Regular Season,Cleveland Cavaliers,47-35,31-10,16-25,47,35,82,31,10,41,16,25,41
1994,Regular Season,Indiana Pacers,47-35,29-12,18-23,47,35,82,29,12,41,18,23,41
1994,Regular Season,Portland Trail Blazers,47-35,30-11,17-24,47,35,82,30,11,41,17,24,41
1994,Regular Season,New Jersey Nets,45-37,29-12,16-25,45,37,82,29,12,41,16,25,41
1994,Regular Season,Denver Nuggets,42-40,28-13,14-27,42,40,82,28,13,41,14,27,41
1994,Regular Season,Miami Heat,42-40,22-19,20-21,42,40,82,22,19,41,20,21,41
1994,Regular Season,Charlotte Hornets,41-41,28-13,13-28,41,41,82,28,13,41,13,28,41
1994,Regular Season,Los Angeles Lakers,33-49,21-20,12-29,33,49,82,21,20,41,12,29,41
1994,Regular Season,Boston Celtics,32-50,18-23,14-27,32,50,82,18,23,41,14,27,41
1994,Regular Season,Sacramento Kings,28-54,20-21,8-33,28,54,82,20,21,41,8,33,41
1994,Regular Season,Los Angeles Clippers,27-55,17-24,10-31,27,55,82,17,24,41,10,31,41
1994,Regular Season,Philadelphia 76ers,25-57,15-26,10-31,25,57,82,15,26,41,10,31,41
1994,Regular Season,Washington Bullets,24-58,17-24,7-34,24,58,82,17,24,41,7,34,41
1994,Regular Season,Detroit Pistons,20-62,10-31,10-31,20,62,82,10,31,41,10,31,41
1994,Regular Season,Milwaukee Bucks,20-62,11-30,9-32,20,62,82,11,30,41,9,32,41
1994,Regular Season,Minnesota Timberwolves,20-62,13-28,7-34,20,62,82,13,28,41,7,34,41
1994,Regular Season,Dallas Mavericks,13-69,6-35,7-34,13,69,82,6,35,41,7,34,41
1994,Playoffs,Houston Rockets,15-8,10-3,5-5,15,8,23,10,3,13,5,5,10
1994,Playoffs,New York Knicks,14-11,11-2,3-9,14,11,25,11,2,13,3,9,12
1994,Playoffs,Indiana Pacers,10-6,6-1,4-5,10,6,16,6,1,7,4,5,9
1994,Playoffs,Utah Jazz,8-8,6-2,2-6,8,8,16,6,2,8,2,6,8
1994,Playoffs,Chicago Bulls,6-4,5-0,1-4,6,4,10,5,0,5,1,4,5
1994,Playoffs,Denver Nuggets,6-6,4-1,2-5,6,6,12,4,1,5,2,5,7
1994,Playoffs,Phoenix Suns,6-4,3-2,3-2,6,4,10,3,2,5,3,2,5
1994,Playoffs,Atlanta Hawks,5-6,4-2,1-4,5,6,11,4,2,6,1,4,5
1994,Playoffs,Miami Heat,2-3,1-1,1-2,2,3,5,1,1,2,1,2,3
1994,Playoffs,Seattle SuperSonics,2-3,2-1,0-2,2,3,5,2,1,3,0,2,2
1994,Playoffs,New Jersey Nets,1-3,1-1,0-2,1,3,4,1,1,2,0,2,2
1994,Playoffs,Portland Trail Blazers,1-3,1-1,0-2,1,3,4,1,1,2,0,2,2
1994,Playoffs,San Antonio Spurs,1-3,1-1,0-2,1,3,4,1,1,2,0,2,2
1994,Playoffs,Cleveland Cavaliers,0-3,0-1,0-2,0,3,3,0,1,1,0,2,2
1994,Playoffs,Golden State Warriors,0-3,0-1,0-2,0,3,3,0,1,1,0,2,2
1994,Playoffs,Orlando Magic,0-3,0-2,0-1,0,3,3,0,2,2,0,1,1
1995,Regular Season,San Antonio Spurs,62-20,33-8,29-12,62,20,82,33,8,41,29,12,41
1995,Regular Season,Utah Jazz,60-22,33-8,27-14,60,22,82,33,8,41,27,14,41
1995,Regular Season,Phoenix Suns,59-23,32-9,27-14,59,23,82,32,9,41,27,14,41
1995,Regular Season,Orlando Magic,57-25,39-2,18-23,57,25,82,39,2,41,18,23,41
1995,Regular Season,Seattle SuperSonics,57-25,32-9,25-16,57,25,82,32,9,41,25,16,41
1995,Regular Season,New York Knicks,55-27,29-12,26-15,55,27,82,29,12,41,26,15,41
1995,Regular Season,Indiana Pacers,52-30,33-8,19-22,52,30,82,33,8,41,19,22,41
1995,Regular Season,Charlotte Hornets,50-32,29-12,21-20,50,32,82,29,12,41,21,20,41
1995,Regular Season,Los Angeles Lakers,48-34,29-12,19-22,48,34,82,29,12,41,19,22,41
1995,Regular Season,Chicago Bulls,47-35,28-13,19-22,47,35,82,28,13,41,19,22,41
1995,Regular Season,Houston Rockets,47-35,25-16,22-19,47,35,82,25,16,41,22,19,41
1995,Regular Season,Portland Trail Blazers,44-38,26-15,18-23,44,38,82,26,15,41,18,23,41
1995,Regular Season,Cleveland Cavaliers,43-39,26-15,17-24,43,39,82,26,15,41,17,24,41
1995,Regular Season,Atlanta Hawks,42-40,24-17,18-23,42,40,82,24,17,41,18,23,41
1995,Regular Season,Denver Nuggets,41-41,23-18,18-23,41,41,82,23,18,41,18,23,41
1995,Regular Season,Sacramento Kings,39-43,27-14,12-29,39,43,82,27,14,41,12,29,41
1995,Regular Season,Dallas Mavericks,36-46,19-22,17-24,36,46,82,19,22,41,17,24,41
1995,Regular Season,Boston Celtics,35-47,20-21,15-26,35,47,82,20,21,41,15,26,41
1995,Regular Season,Milwaukee Bucks,34-48,22-19,12-29,34,48,82,22,19,41,12,29,41
1995,Regular Season,Miami Heat,32-50,22-19,10-31,32,50,82,22,19,41,10,31,41
1995,Regular Season,New Jersey Nets,30-52,20-21,10-31,30,52,82,20,21,41,10,31,41
1995,Regular Season,Detroit Pistons,28-54,22-19,6-35,28,54,82,22,19,41,6,35,41
1995,Regular Season,Golden State Warriors,26-56,15-26,11-30,26,56,82,15,26,41,11,30,41
1995,Regular Season,Philadelphia 76ers,24-58,14-27,10-31,24,58,82,14,27,41,10,31,41
1995,Regular Season,Minnesota Timberwolves,21-61,13-28,8-33,21,61,82,13,28,41,8,33,41
1995,Regular Season,Washington Bullets,21-61,13-28,8-33,21,61,82,13,28,41,8,33,41
1995,Regular Season,Los Angeles Clippers,17-65,13-28,4-37,17,65,82,13,28,41,4,37,41
1995,Playoffs,Houston Rockets,15-7,6-4,9-3,15,7,22,6,4,10,9,3,12
1995,Playoffs,Orlando Magic,11-10,7-4,4-6,11,10,21,7,4,11,4,6,10
1995,Playoffs,Indiana Pacers,10-7,7-1,3-6,10,7,17,7,1,8,3,6,9
1995,Playoffs,San Antonio Spurs,9-6,4-4,5-2,9,6,15,4,4,8,5,2,7
1995,Playoffs,New York Knicks,6-5,3-3,3-2,6,5,11,3,3,6,3,2,5
1995,Playoffs,Phoenix Suns,6-4,4-2,2-2,6,4,10,4,2,6,2,2,4
1995,Playoffs,Chicago Bulls,5-5,3-2,2-3,5,5,10,3,2,5,2,3,5
1995,Playoffs,Los Angeles Lakers,5-5,3-2,2-3,5,5,10,3,2,5,2,3,5
1995,Playoffs,Utah Jazz,2-3,1-2,1-1,2,3,5,1,2,3,1,1,2
1995,Playoffs,Boston Celtics,1-3,0-2,1-1,1,3,4,0,2,2,1,1,2
1995,Playoffs,Charlotte Hornets,1-3,1-1,0-2,1,3,4,1,1,2,0,2,2
1995,Playoffs,Cleveland Cavaliers,1-3,0-2,1-1,1,3,4,0,2,2,1,1,2
1995,Playoffs,Seattle SuperSonics,1-3,1-1,0-2,1,3,4,1,1,2,0,2,2
1995,Playoffs,Atlanta Hawks,0-3,0-1,0-2,0,3,3,0,1,1,0,2,2
1995,Playoffs,Denver Nuggets,0-3,0-1,0-2,0,3,3,0,1,1,0,2,2
1995,Playoffs,Portland Trail Blazers,0-3,0-1,0-2,0,3,3,0,1,1,0,2,2
1996,Regular Season,Chicago Bulls,72-10,39-2,33-8,72,10,82,39,2,41,33,8,41
1996,Regular Season,Seattle SuperSonics,64-18,38-3,26-15,64,18,82,38,3,41,26,15,41
1996,Regular Season,Orlando Magic,60-22,37-4,23-18,60,22,82,37,4,41,23,18,41
1996,Regular Season,San Antonio Spurs,59-23,33-8,26-15,59,23,82,33,8,41,26,15,41
1996,Regular Season,Utah Jazz,55-27,34-7,21-20,55,27,82,34,7,41,21,20,41
1996,Regular Season,Los Angeles Lakers,53-29,30-11,23-18,53,29,82,30,11,41,23,18,41
1996,Regular Season,Indiana Pacers,52-30,32-9,20-21,52,30,82,32,9,41,20,21,41
1996,Regular Season,Houston Rockets,48-34,27-14,21-20,48,34,82,27,14,41,21,20,41
1996,Regular Season,Cleveland Cavaliers,47-35,26-15,21-20,47,35,82,26,15,41,21,20,41
1996,Regular Season,New York Knicks,47-35,26-15,21-20,47,35,82,26,15,41,21,20,41
1996,Regular Season,Atlanta Hawks,46-36,26-15,20-21,46,36,82,26,15,41,20,21,41
1996,Regular Season,Detroit Pistons,46-36,30-11,16-25,46,36,82,30,11,41,16,25,41
1996,Regular Season,Portland Trail Blazers,44-38,26-15,18-23,44,38,82,26,15,41,18,23,41
1996,Regular Season,Miami Heat,42-40,26-15,16-25,42,40,82,26,15,41,16,25,41
1996,Regular Season,Phoenix Suns,41-41,25-16,16-25,41,41,82,25,16,41,16,25,41
1996,Regular Season,Charlotte Hornets,41-41,25-16,16-25,41,41,82,25,16,41,16,25,41
1996,Regular Season,Sacramento Kings,39-43,26-15,13-28,39,43,82,26,15,41,13,28,41
1996,Regular Season,Washington Bullets,39-43,25-16,14-27,39,43,82,25,16,41,14,27,41
1996,Regular Season,Golden State Warriors,36-46,23-18,13-28,36,46,82,23,18,41,13,28,41
1996,Regular Season,Denver Nuggets,35-47,24-17,11-30,35,47,82,24,17,41,11,30,41
1996,Regular Season,Boston Celtics,33-49,18-23,15-26,33,49,82,18,23,41,15,26,41
1996,Regular Season,New Jersey Nets,30-52,20-21,10-31,30,52,82,20,21,41,10,31,41
1996,Regular Season,Los Angeles Clippers,29-53,19-22,10-31,29,53,82,19,22,41,10,31,41
1996,Regular Season,Dallas Mavericks,26-56,16-25,10-31,26,56,82,16,25,41,10,31,41
1996,Regular Season,Minnesota Timberwolves,26-56,17-24,9-32,26,56,82,17,24,41,9,32,41
1996,Regular Season,Milwaukee Bucks,25-57,14-27,11-30,25,57,82,14,27,41,11,30,41
1996,Regular Season,Toronto Raptors,21-61,15-26,6-35,21,61,82,15,26,41,6,35,41
1996,Regular Season,Philadelphia 76ers,18-64,11-30,7-34,18,64,82,11,30,41,7,34,41
1996,Regular Season,Vancouver Grizzlies,15-67,10-31,5-36,15,67,82,10,31,41,5,36,41
1996,Playoffs,Chicago Bulls,15-3,10-0,5-3,15,3,18,10,0,10,5,3,8
1996,Playoffs,Seattle SuperSonics,13-8,8-3,5-5,13,8,21,8,3,11,5,5,10
1996,Playoffs,Utah Jazz,10-8,8-1,2-7,10,8,18,8,1,9,2,7,9
1996,Playoffs,Orlando Magic,7-5,5-2,2-3,7,5,12,5,2,7,2,3,5
1996,Playoffs,San Antonio Spurs,5-5,4-1,1-4,5,5,10,4,1,5,1,4,5
1996,Playoffs,Atlanta Hawks,4-6,2-2,2-4,4,6,10,2,2,4,2,4,6
1996,Playoffs,New York Knicks,4-4,2-1,2-3,4,4,8,2,1,3,2,3,5
1996,Playoffs,Houston Rockets,3-5,2-2,1-3,3,5,8,2,2,4,1,3,4
1996,Playoffs,Indiana Pacers,2-3,1-2,1-1,2,3,5,1,2,3,1,1,2
1996,Playoffs,Portland Trail Blazers,2-3,2-0,0-3,2,3,5,2,0,2,0,3,3
1996,Playoffs,Los Angeles Lakers,1-3,1-1,0-2,1,3,4,1,1,2,0,2,2
1996,Playoffs,Phoenix Suns,1-3,1-1,0-2,1,3,4,1,1,2,0,2,2
1996,Playoffs,Sacramento Kings,1-3,0-2,1-1,1,3,4,0,2,2,1,1,2
1996,Playoffs,Cleveland Cavaliers,0-3,0-2,0-1,0,3,3,0,2,2,0,1,1
1996,Playoffs,Detroit Pistons,0-3,0-1,0-2,0,3,3,0,1,1,0,2,2
1996,Playoffs,Miami Heat,0-3,0-1,0-2,0,3,3,0,1,1,0,2,2
1997,Regular Season,Chicago Bulls,69-13,39-2,30-11,69,13,82,39,2,41,30,11,41
1997,Regular Season,Utah Jazz,64-18,38-3,26-15,64,18,82,38,3,41,26,15,41
1997,Regular Season,Miami Heat,61-21,29-12,32-9,61,21,82,29,12,41,32,9,41
1997,Regular Season,Houston Rockets,57-25,30-11,27-14,57,25,82,30,11,41,27,14,41
1997,Regular Season,New York Knicks,57-25,31-10,26-15,57,25,82,31,10,41,26,15,41
1997,Regular Season,Seattle SuperSonics,57-25,31-10,26-15,57,25,82,31,10,41,26,15,41
1997,Regular Season,Atlanta Hawks,56-26,36-5,20-21,56,26,82,36,5,41,20,21,41
1997,Regular Season,Los Angeles Lakers,56-26,31-10,25-16,56,26,82,31,10,41,25,16,41
1997,Regular Season,Charlotte Hornets,54-28,30-11,24-17,54,28,82,30,11,41,24,17,41
1997,Regular Season,Detroit Pistons,54-28,30-11,24-17,54,28,82,30,11,41,24,17,41
1997,Regular Season,Portland Trail Blazers,49-33,29-12,20-21,49,33,82,29,12,41,20,21,41
1997,Regular Season,Orlando Magic,45-37,26-15,19-22,45,37,82,26,15,41,19,22,41
1997,Regular Season,Washington Bullets,44-38,25-16,19-22,44,38,82,25,16,41,19,22,41
1997,Regular Season,Cleveland Cavaliers,42-40,25-16,17-24,42,40,82,25,16,41,17,24,41
1997,Regular Season,Minnesota Timberwolves,40-42,25-16,15-26,40,42,82,25,16,41,15,26,41
1997,Regular Season,Phoenix Suns,40-42,25-16,15-26,40,42,82,25,16,41,15,26,41
1997,Regular Season,Indiana Pacers,39-43,21-20,18-23,39,43,82,21,20,41,18,23,41
1997,Regular Season,Los Angeles Clippers,36-46,21-20,15-26,36,46,82,21,20,41,15,26,41
1997,Regular Season,Sacramento Kings,34-48,22-19,12-29,34,48,82,22,19,41,12,29,41
1997,Regular Season,Milwaukee Bucks,33-49,20-21,13-28,33,49,82,20,21,41,13,28,41
1997,Regular Season,Golden State Warriors,30-52,18-23,12-29,30,52,82,18,23,41,12,29,41
1997,Regular Season,Toronto Raptors,30-52,18-23,12-29,30,52,82,18,23,41,12,29,41
1997,Regular Season,New Jersey Nets,26-56,16-25,10-31,26,56,82,16,25,41,10,31,41
1997,Regular Season,Dallas Mavericks,24-58,14-27,10-31,24,58,82,14,27,41,10,31,41
1997,Regular Season,Philadelphia 76ers,22-60,11-30,11-30,22,60,82,11,30,41,11,30,41
1997,Regular Season,Denver Nuggets,21-61,12-29,9-32,21,61,82,12,29,41,9,32,41
1997,Regular Season,San Antonio Spurs,20-62,12-29,8-33,20,62,82,12,29,41,8,33,41
1997,Regular Season,Boston Celtics,15-67,11-30,4-37,15,67,82,11,30,41,4,37,41
1997,Regular Season,Vancouver Grizzlies,14-68,8-33,6-35,14,68,82,8,33,41,6,35,41
1997,Playoffs,Chicago Bulls,15-4,10-1,5-3,15,4,19,10,1,11,5,3,8
1997,Playoffs,Utah Jazz,13-7,10-1,3-6,13,7,20,10,1,11,3,6,9
1997,Playoffs,Houston Rockets,9-7,6-3,3-4,9,7,16,6,3,9,3,4,7
1997,Playoffs,Miami Heat,8-9,7-2,1-7,8,9,17,7,2,9,1,7,8
1997,Playoffs,New York Knicks,6-4,4-1,2-3,6,4,10,4,1,5,2,3,5
1997,Playoffs,Seattle SuperSonics,6-6,3-3,3-3,6,6,12,3,3,6,3,3,6
1997,Playoffs,Atlanta Hawks,4-6,2-3,2-3,4,6,10,2,3,5,2,3,5
1997,Playoffs,Los Angeles Lakers,4-5,3-1,1-4,4,5,9,3,1,4,1,4,5
1997,Playoffs,Detroit Pistons,2-3,1-1,1-2,2,3,5,1,1,2,1,2,3
1997,Playoffs,Orlando Magic,2-3,2-0,0-3,2,3,5,2,0,2,0,3,3
1997,Playoffs,Phoenix Suns,2-3,1-1,1-2,2,3,5,1,1,2,1,2,3
1997,Playoffs,Portland Trail Blazers,1-3,1-1,0-2,1,3,4,1,1,2,0,2,2
1997,Playoffs,Charlotte Hornets,0-3,0-1,0-2,0,3,3,0,1,1,0,2,2
1997,Playoffs,Los Angeles Clippers,0-3,0-1,0-2,0,3,3,0,1,1,0,2,2
1997,Playoffs,Minnesota Timberwolves,0-3,0-1,0-2,0,3,3,0,1,1,0,2,2
1997,Playoffs,Washington Bullets,0-3,0-1,0-2,0,3,3,0,1,1,0,2,2
1998,Regular Season,Chicago Bulls,62-20,37-4,25-16,62,20,82,37,4,41,25,16,41
