season,season_type_label,team,overall,home,road,overall_wins,overall_losses,overall_games,home_wins,home_losses,home_games,road_wins,road_losses,road_games
1984,Regular Season,Phoenix Suns,41-41,31-10,10-31,41,41,82,31,10,41,10,31,41
1984,Regular Season,Atlanta Hawks,40-42,31-10,9-32,40,42,82,31,10,41,9,32,41
1984,Regular Season,Denver Nuggets,38-44,27-14,11-30,38,44,82,27,14,41,11,30,41
1984,Regular Season,Kansas City Kings,38-44,26-15,12-29,38,44,82,26,15,41,12,29,41
1984,Regular Season,Golden State Warriors,37-45,27-14,10-31,37,45,82,27,14,41,10,31,41
1984,Regular Season,San Antonio Spurs,37-45,28-13,9-32,37,45,82,28,13,41,9,32,41
1984,Regular Season,Washington Bullets,35-47,25-16,10-31,35,47,82,25,16,41,10,31,41
1984,Regular Season,San Diego Clippers,30-52,25-16,5-36,30,52,82,25,16,41,5,36,41
1984,Regular Season,Houston Rockets,29-53,21-20,8-33,29,53,82,21,20,41,8,33,41
1984,Regular Season,Cleveland Cavaliers,28-54,23-18,5-36,28,54,82,23,18,41,5,36,41
1984,Regular Season,Chicago Bulls,27-55,18-23,9-32,27,55,82,18,23,41,9,32,41
1984,Regular Season,Indiana Pacers,26-56,20-21,6-35,26,56,82,20,21,41,6,35,41
1984,Playoffs,Boston Celtics,15-8,12-1,3-7,15,8,23,12,1,13,3,7,10
1984,Playoffs,Los Angeles Lakers,14-7,9-2,5-5,14,7,21,9,2,11,5,5,10
1984,Playoffs,Phoenix Suns,9-8,5-3,4-5,9,8,17,5,3,8,4,5,9
1984,Playoffs,Milwaukee Bucks,8-8,6-2,2-6,8,8,16,6,2,8,2,6,8
1984,Playoffs,New York Knicks,6-6,4-1,2-5,6,6,12,4,1,5,2,5,7
1984,Playoffs,New Jersey Nets,5-6,1-4,4-2,5,6,11,1,4,5,4,2,6
1984,Playoffs,Utah Jazz,5-6,4-2,1-4,5,6,11,4,2,6,1,4,5
1984,Playoffs,Dallas Mavericks,4-6,3-2,1-4,4,6,10,3,2,5,1,4,5
1984,Playoffs,Atlanta Hawks,2-3,2-0,0-3,2,3,5,2,0,2,0,3,3
1984,Playoffs,Denver Nuggets,2-3,1-1,1-2,2,3,5,1,1,2,1,2,3
1984,Playoffs,Detroit Pistons,2-3,1-2,1-1,2,3,5,1,2,3,1,1,2
1984,Playoffs,Philadelphia 76ers,2-3,0-3,2-0,2,3,5,0,3,3,2,0,2
1984,Playoffs,Portland Trail Blazers,2-3,1-2,1-1,2,3,5,1,2,3,1,1,2
1984,Playoffs,Seattle SuperSonics,2-3,1-1,1-2,2,3,5,1,1,2,1,2,3
1984,Playoffs,Washington Bullets,1-3,1-1,0-2,1,3,4,1,1,2,0,2,2
1984,Playoffs,Kansas City Kings,0-3,0-1,0-2,0,3,3,0,1,1,0,2,2
1985,Regular Season,Boston Celtics,63-19,35-6,28-13,63,19,82,35,6,41,28,13,41
1985,Regular Season,Los Angeles Lakers,62-20,36-5,26-15,62,20,82,36,5,41,26,15,41
1985,Regular Season,Milwaukee Bucks,59-23,36-5,23-18,59,23,82,36,5,41,23,18,41
1985,Regular Season,Philadelphia 76ers,58-24,34-7,24-17,58,24,82,34,7,41,24,17,41
1985,Regular Season,Denver Nuggets,52-30,34-7,18-23,52,30,82,34,7,41,18,23,41
1985,Regular Season,Houston Rockets,48-34,29-12,19-22,48,34,82,29,12,41,19,22,41
1985,Regular Season,Detroit Pistons,46-36,26-15,20-21,46,36,82,26,15,41,20,21,41
1985,Regular Season,Dallas Mavericks,44-38,24-17,20-21,44,38,82,24,17,41,20,21,41
1985,Regular Season,New Jersey Nets,42-40,27-14,15-26,42,40,82,27,14,41,15,26,41
1985,Regular Season,Portland Trail Blazers,42-40,30-11,12-29,42,40,82,30,11,41,12,29,41
1985,Regular Season,San Antonio Spurs,41-41,30-11,11-30,41,41,82,30,11,41,11,30,41
1985,Regular Season,Utah Jazz,41-41,26-15,15-26,41,41,82,26,15,41,15,26,41
1985,Regular Season,Washington Bullets,40-42,28-13,12-29,40,42,82,28,13,41,12,29,41
1985,Regular Season,Chicago Bulls,38-44,26-15,12-29,38,44,82,26,15,41,12,29,41
1985,Regular Season,Cleveland Cavaliers,36-46,20-21,16-25,36,46,82,20,21,41,16,25,41
1985,Regular Season,Phoenix Suns,36-46,26-15,10-31,36,46,82,26,15,41,10,31,41
1985,Regular Season,Atlanta Hawks,34-48,19-22,15-26,34,48,82,19,22,41,15,26,41
1985,Regular Season,Kansas City Kings,31-51,23-18,8-33,31,51,82,23,18,41,8,33,41
1985,Regular Season,Los Angeles Clippers,31-51,20-21,11-30,31,51,82,20,21,41,11,30,41
1985,Regular Season,Seattle SuperSonics,31-51,20-21,11-30,31,51,82,20,21,41,11,30,41
1985,Regular Season,New York Knicks,24-58,19-22,5-36,24,58,82,19,22,41,5,36,41
1985,Regular Season,Golden State Warriors,22-60,17-24,5-36,22,60,82,17,24,41,5,36,41
1985,Regular Season,Indiana Pacers,22-60,16-25,6-35,22,60,82,16,25,41,6,35,41
1985,Playoffs,Los Angeles Lakers,15-4,9-2,6-2,15,4,19,9,2,11,6,2,8
1985,Playoffs,Boston Celtics,13-8,9-2,4-6,13,8,21,9,2,11,4,6,10
1985,Playoffs,Denver Nuggets,8-7,5-3,3-4,8,7,15,5,3,8,3,4,7
1985,Playoffs,Philadelphia 76ers,8-5,5-1,3-4,8,5,13,5,1,6,3,4,7
1985,Playoffs,Detroit Pistons,5-4,4-1,1-3,5,4,9,4,1,5,1,3,4
1985,Playoffs,Portland Trail Blazers,4-5,3-1,1-4,4,5,9,3,1,4,1,4,5
1985,Playoffs,Utah Jazz,4-6,2-2,2-4,4,6,10,2,2,4,2,4,6
1985,Playoffs,Milwaukee Bucks,3-5,2-2,1-3,3,5,8,2,2,4,1,3,4
1985,Playoffs,Houston Rockets,2-3,1-2,1-1,2,3,5,1,2,3,1,1,2
1985,Playoffs,San Antonio Spurs,2-3,1-1,1-2,2,3,5,1,1,2,1,2,3
1985,Playoffs,Chicago Bulls,1-3,1-1,0-2,1,3,4,1,1,2,0,2,2
1985,Playoffs,Cleveland Cavaliers,1-3,1-1,0-2,1,3,4,1,1,2,0,2,2
1985,Playoffs,Dallas Mavericks,1-3,1-1,0-2,1,3,4,1,1,2,0,2,2
1985,Playoffs,Washington Bullets,1-3,1-1,0-2,1,3,4,1,1,2,0,2,2
1985,Playoffs,New Jersey Nets,0-3,0-1,0-2,0,3,3,0,1,1,0,2,2
1985,Playoffs,Phoenix Suns,0-3,0-1,0-2,0,3,3,0,1,1,0,2,2
1986,Regular Season,Boston Celtics,67-15,40-1,27-14,67,15,82,40,1,41,27,14,41
1986,Regular Season,Los Angeles Lakers,62-20,35-6,27-14,62,20,82,35,6,41,27,14,41
1986,Regular Season,Milwaukee Bucks,57-25,33-8,24-17,57,25,82,33,8,41,24,17,41
1986,Regular Season,Philadelphia 76ers,54-28,31-10,23-18,54,28,82,31,10,41,23,18,41
1986,Regular Season,Houston Rockets,51-31,36-5,15-26,51,31,82,36,5,41,15,26,41
1986,Regular Season,Atlanta Hawks,50-32,34-7,16-25,50,32,82,34,7,41,16,25,41
1986,Regular Season,Denver Nuggets,47-35,34-7,13-28,47,35,82,34,7,41,13,28,41
1986,Regular Season,Detroit Pistons,46-36,31-10,15-26,46,36,82,31,10,41,15,26,41
1986,Regular Season,Dallas Mavericks,44-38,26-15,18-23,44,38,82,26,15,41,18,23,41
1986,Regular Season,Utah Jazz,42-40,27-14,15-26,42,40,82,27,14,41,15,26,41
1986,Regular Season,Portland Trail Blazers,40-42,27-14,13-28,40,42,82,27,14,41,13,28,41
1986,Regular Season,New Jersey Nets,39-43,26-15,13-28,39,43,82,26,15,41,13,28,41
1986,Regular Season,Washington Bullets,39-43,26-15,13-28,39,43,82,26,15,41,13,28,41
1986,Regular Season,Sacramento Kings,37-45,25-16,12-29,37,45,82,25,16,41,12,29,41
1986,Regular Season,San Antonio Spurs,35-47,21-20,14-27,35,47,82,21,20,41,14,27,41
1986,Regular Season,Los Angeles Clippers,32-50,22-19,10-31,32,50,82,22,19,41,10,31,41
1986,Regular Season,Phoenix Suns,32-50,23-18,9-32,32,50,82,23,18,41,9,32,41
1986,Regular Season,Seattle SuperSonics,31-51,24-17,7-34,31,51,82,24,17,41,7,34,41
1986,Regular Season,Chicago Bulls,30-52,22-19,8-33,30,52,82,22,19,41,8,33,41
1986,Regular Season,Golden State Warriors,30-52,24-17,6-35,30,52,82,24,17,41,6,35,41
1986,Regular Season,Cleveland Cavaliers,29-53,16-25,13-28,29,53,82,16,25,41,13,28,41
1986,Regular Season,Indiana Pacers,26-56,19-22,7-34,26,56,82,19,22,41,7,34,41
1986,Regular Season,New York Knicks,23-59,15-26,8-33,23,59,82,15,26,41,8,33,41
1986,Playoffs,Boston Celtics,15-3,10-0,5-3,15,3,18,10,0,10,5,3,8
1986,Playoffs,Houston Rockets,13-7,9-1,4-6,13,7,20,9,1,10,4,6,10
1986,Playoffs,Los Angeles Lakers,8-6,6-2,2-4,8,6,14,6,2,8,2,4,6
1986,Playoffs,Milwaukee Bucks,7-7,5-3,2-4,7,7,14,5,3,8,2,4,6
1986,Playoffs,Philadelphia 76ers,6-6,4-2,2-4,6,6,12,4,2,6,2,4,6
1986,Playoffs,Dallas Mavericks,5-5,4-1,1-4,5,5,10,4,1,5,1,4,5
1986,Playoffs,Denver Nuggets,5-5,3-2,2-3,5,5,10,3,2,5,2,3,5
1986,Playoffs,Atlanta Hawks,4-5,3-1,1-4,4,5,9,3,1,4,1,4,5
1986,Playoffs,Washington Bullets,2-3,1-1,1-2,2,3,5,1,1,2,1,2,3
1986,Playoffs,Detroit Pistons,1-3,1-1,0-2,1,3,4,1,1,2,0,2,2
1986,Playoffs,Portland Trail Blazers,1-3,0-2,1-1,1,3,4,0,2,2,1,1,2
1986,Playoffs,Utah Jazz,1-3,1-1,0-2,1,3,4,1,1,2,0,2,2
1986,Playoffs,Chicago Bulls,0-3,0-1,0-2,0,3,3,0,1,1,0,2,2
1986,Playoffs,New Jersey Nets,0-3,0-1,0-2,0,3,3,0,1,1,0,2,2
1986,Playoffs,Sacramento Kings,0-3,0-1,0-2,0,3,3,0,1,1,0,2,2
1986,Playoffs,San Antonio Spurs,0-3,0-1,0-2,0,3,3,0,1,1,0,2,2
1987,Regular Season,Los Angeles Lakers,65-17,37-4,28-13,65,17,82,37,4,41,28,13,41
1987,Regular Season,Boston Celtics,59-23,39-2,20-21,59,23,82,39,2,41,20,21,41
1987,Regular Season,Atlanta Hawks,57-25,35-6,22-19,57,25,82,35,6,41,22,19,41
1987,Regular Season,Dallas Mavericks,55-27,35-6,20-21,55,27,82,35,6,41,20,21,41
1987,Regular Season,Detroit Pistons,52-30,32-9,20-21,52,30,82,32,9,41,20,21,41
1987,Regular Season,Milwaukee Bucks,50-32,32-9,18-23,50,32,82,32,9,41,18,23,41
1987,Regular Season,Portland Trail Blazers,49-33,34-7,15-26,49,33,82,34,7,41,15,26,41
1987,Regular Season,Philadelphia 76ers,45-37,28-13,17-24,45,37,82,28,13,41,17,24,41
1987,Regular Season,Utah Jazz,44-38,31-10,13-28,44,38,82,31,10,41,13,28,41
1987,Regular Season,Golden State Warriors,42-40,25-16,17-24,42,40,82,25,16,41,17,24,41
1987,Regular Season,Houston Rockets,42-40,25-16,17-24,42,40,82,25,16,41,17,24,41
1987,Regular Season,Washington Bullets,42-40,27-14,15-26,42,40,82,27,14,41,15,26,41
1987,Regular Season,Indiana Pacers,41-41,28-13,13-28,41,41,82,28,13,41,13,28,41
1987,Regular Season,Chicago Bulls,40-42,29-12,11-30,40,42,82,29,12,41,11,30,41
1987,Regular Season,Seattle SuperSonics,39-43,25-16,14-27,39,43,82,25,16,41,14,27,41
1987,Regular Season,Denver Nuggets,37-45,27-14,10-31,37,45,82,27,14,41,10,31,41
1987,Regular Season,Phoenix Suns,36-46,26-15,10-31,36,46,82,26,15,41,10,31,41
1987,Regular Season,Cleveland Cavaliers,31-51,25-16,6-35,31,51,82,25,16,41,6,35,41
1987,Regular Season,Sacramento Kings,29-53,20-21,9-32,29,53,82,20,21,41,9,32,41
1987,Regular Season,San Antonio Spurs,28-54,21-20,7-34,28,54,82,21,20,41,7,34,41
1987,Regular Season,New Jersey Nets,24-58,19-22,5-36,24,58,82,19,22,41,5,36,41
1987,Regular Season,New York Knicks,24-58,18-23,6-35,24,58,82,18,23,41,6,35,41
1987,Regular Season,Los Angeles Clippers,12-70,9-32,3-38,12,70,82,9,32,41,3,38,41
1987,Playoffs,Los Angeles Lakers,15-3,10-0,5-3,15,3,18,10,0,10,5,3,8
1987,Playoffs,Boston Celtics,13-10,11-2,2-8,13,10,23,11,2,13,2,8,10
1987,Playoffs,Detroit Pistons,10-5,7-0,3-5,10,5,15,7,0,7,3,5,8
1987,Playoffs,Seattle SuperSonics,7-7,4-3,3-4,7,7,14,4,3,7,3,4,7
1987,Playoffs,Milwaukee Bucks,6-6,4-2,2-4,6,6,12,4,2,6,2,4,6
1987,Playoffs,Houston Rockets,5-5,3-2,2-3,5,5,10,3,2,5,2,3,5
1987,Playoffs,Atlanta Hawks,4-5,3-2,1-3,4,5,9,3,2,5,1,3,4
1987,Playoffs,Golden State Warriors,4-6,3-1,1-5,4,6,10,3,1,4,1,5,6
1987,Playoffs,Philadelphia 76ers,2-3,1-1,1-2,2,3,5,1,1,2,1,2,3
1987,Playoffs,Utah Jazz,2-3,2-1,0-2,2,3,5,2,1,3,0,2,2
1987,Playoffs,Dallas Mavericks,1-3,1-1,0-2,1,3,4,1,1,2,0,2,2
1987,Playoffs,Indiana Pacers,1-3,1-1,0-2,1,3,4,1,1,2,0,2,2
1987,Playoffs,Portland Trail Blazers,1-3,1-1,0-2,1,3,4,1,1,2,0,2,2
1987,Playoffs,Chicago Bulls,0-3,0-1,0-2,0,3,3,0,1,1,0,2,2
1987,Playoffs,Denver Nuggets,0-3,0-1,0-2,0,3,3,0,1,1,0,2,2
1987,Playoffs,Washington Bullets,0-3,0-1,0-2,0,3,3,0,1,1,0,2,2
1988,Regular Season,Los Angeles Lakers,62-20,36-5,26-15,62,20,82,36,5,41,26,15,41
1988,Regular Season,Boston Celtics,57-25,36-5,21-20,57,25,82,36,5,41,21,20,41
1988,Regular Season,Denver Nuggets,54-28,35-6,19-22,54,28,82,35,6,41,19,22,41
1988,Regular Season,Detroit Pistons,54-28,34-7,20-21,54,28,82,34,7,41,20,21,41
1988,Regular Season,Dallas Mavericks,53-29,33-8,20-21,53,29,82,33,8,41,20,21,41
1988,Regular Season,Portland Trail Blazers,53-29,33-8,20-21,53,29,82,33,8,41,20,21,41
1988,Regular Season,Atlanta Hawks,50-32,30-11,20-21,50,32,82,30,11,41,20,21,41
1988,Regular Season,Chicago Bulls,50-32,30-11,20-21,50,32,82,30,11,41,20,21,41
1988,Regular Season,Utah Jazz,47-35,33-8,14-27,47,35,82,33,8,41,14,27,41
1988,Regular Season,Houston Rockets,46-36,31-10,15-26,46,36,82,31,10,41,15,26,41
1988,Regular Season,Seattle SuperSonics,44-38,32-9,12-29,44,38,82,32,9,41,12,29,41
1988,Regular Season,Cleveland Cavaliers,42-40,31-10,11-30,42,40,82,31,10,41,11,30,41
1988,Regular Season,Milwaukee Bucks,42-40,30-11,12-29,42,40,82,30,11,41,12,29,41
1988,Regular Season,New York Knicks,38-44,29-12,9-32,38,44,82,29,12,41,9,32,41
1988,Regular Season,Washington Bullets,38-44,25-16,13-28,38,44,82,25,16,41,13,28,41
1988,Regular Season,Indiana Pacers,38-44,25-16,13-28,38,44,82,25,16,41,13,28,41
1988,Regular Season,Philadelphia 76ers,36-46,27-14,9-32,36,46,82,27,14,41,9,32,41
1988,Regular Season,San Antonio Spurs,31-51,23-18,8-33,31,51,82,23,18,41,8,33,41
1988,Regular Season,Phoenix Suns,28-54,22-19,6-35,28,54,82,22,19,41,6,35,41
1988,Regular Season,Sacramento Kings,24-58,19-22,5-36,24,58,82,19,22,41,5,36,41
1988,Regular Season,Golden State Warriors,20-62,16-25,4-37,20,62,82,16,25,41,4,37,41
1988,Regular Season,New Jersey Nets,19-63,16-25,3-38,19,63,82,16,25,41,3,38,41
1988,Regular Season,Los Angeles Clippers,17-65,14-27,3-38,17,65,82,14,27,41,3,38,41
1988,Playoffs,Los Angeles Lakers,15-9,12-2,3-7,15,9,24,12,2,14,3,7,10
1988,Playoffs,Detroit Pistons,14-9,9-3,5-6,14,9,23,9,3,12,5,6,11
1988,Playoffs,Dallas Mavericks,10-7,6-2,4-5,10,7,17,6,2,8,4,5,9
1988,Playoffs,Boston Celtics,9-8,6-3,3-5,9,8,17,6,3,9,3,5,8
1988,Playoffs,Atlanta Hawks,6-6,5-1,1-5,6,6,12,5,1,6,1,5,6
1988,Playoffs,Utah Jazz,6-5,4-1,2-4,6,5,11,4,1,5,2,4,6
1988,Playoffs,Denver Nuggets,5-6,3-3,2-3,5,6,11,3,3,6,2,3,5
1988,Playoffs,Chicago Bulls,4-6,3-2,1-4,4,6,10,3,2,5,1,4,5
1988,Playoffs,Cleveland Cavaliers,2-3,2-0,0-3,2,3,5,2,0,2,0,3,3
1988,Playoffs,Milwaukee Bucks,2-3,2-0,0-3,2,3,5,2,0,2,0,3,3
1988,Playoffs,Seattle SuperSonics,2-3,1-1,1-2,2,3,5,1,1,2,1,2,3
1988,Playoffs,Washington Bullets,2-3,2-0,0-3,2,3,5,2,0,2,0,3,3
1988,Playoffs,Houston Rockets,1-3,0-2,1-1,1,3,4,0,2,2,1,1,2
1988,Playoffs,New York Knicks,1-3,1-1,0-2,1,3,4,1,1,2,0,2,2
1988,Playoffs,Portland Trail Blazers,1-3,1-1,0-2,1,3,4,1,1,2,0,2,2
1988,Playoffs,San Antonio Spurs,0-3,0-1,0-2,0,3,3,0,1,1,0,2,2
1989,Regular Season,Detroit Pistons,63-19,37-4,26-15,63,19,82,37,4,41,26,15,41
1989,Regular Season,Cleveland Cavaliers,57-25,37-4,20-21,57,25,82,37,4,41,20,21,41
1989,Regular Season,Los Angeles Lakers,57-25,35-6,22-19,57,25,82,35,6,41,22,19,41
1989,Regular Season,Phoenix Suns,55-27,35-6,20-21,55,27,82,35,6,41,20,21,41
1989,Regular Season,Atlanta Hawks,52-30,33-8,19-22,52,30,82,33,8,41,19,22,41
1989,Regular Season,New York Knicks,52-30,35-6,17-24,52,30,82,35,6,41,17,24,41
1989,Regular Season,Utah Jazz,51-31,34-7,17-24,51,31,82,34,7,41,17,24,41
1989,Regular Season,Milwaukee Bucks,49-33,31-10,18-23,49,33,82,31,10,41,18,23,41
1989,Regular Season,Chicago Bulls,47-35,30-11,17-24,47,35,82,30,11,41,17,24,41
1989,Regular Season,Seattle SuperSonics,47-35,31-10,16-25,47,35,82,31,10,41,16,25,41
1989,Regular Season,Philadelphia 76ers,46-36,30-11,16-25,46,36,82,30,11,41,16,25,41
1989,Regular Season,Houston Rockets,45-37,31-10,14-27,45,37,82,31,10,41,14,27,41
1989,Regular Season,Denver Nuggets,44-38,35-6,9-32,44,38,82,35,6,41,9,32,41
1989,Regular Season,Golden State Warriors,43-39,29-12,14-27,43,39,82,29,12,41,14,27,41
1989,Regular Season,Boston Celtics,42-40,32-9,10-31,42,40,82,32,9,41,10,31,41
1989,Regular Season,Washington Bullets,40-42,30-11,10-31,40,42,82,30,11,41,10,31,41
1989,Regular Season,Portland Trail Blazers,39-43,28-13,11-30,39,43,82,28,13,41,11,30,41
1989,Regular Season,Dallas Mavericks,38-44,24-17,14-27,38,44,82,24,17,41,14,27,41
1989,Regular Season,Indiana Pacers,28-54,20-21,8-33,28,54,82,20,21,41,8,33,41
1989,Regular Season,Sacramento Kings,27-55,21-20,6-35,27,55,82,21,20,41,6,35,41
1989,Regular Season,New Jersey Nets,26-56,17-24,9-32,26,56,82,17,24,41,9,32,41
1989,Regular Season,Los Angeles Clippers,21-61,17-24,4-37,21,61,82,17,24,41,4,37,41
1989,Regular Season,San Antonio Spurs,21-61,18-23,3-38,21,61,82,18,23,41,3,38,41
1989,Regular Season,Charlotte Hornets,20-62,12-29,8-33,20,62,82,12,29,41,8,33,41
1989,Regular Season,Miami Heat,15-67,12-29,3-38,15,67,82,12,29,41,3,38,41
1989,Playoffs,Detroit Pistons,15-2,8-1,7-1,15,2,17,8,1,9,7,1,8
1989,Playoffs,Los Angeles Lakers,11-4,6-2,5-2,11,4,15,6,2,8,5,2,7
1989,Playoffs,Chicago Bulls,9-8,5-3,4-5,9,8,17,5,3,8,4,5,9
1989,Playoffs,Phoenix Suns,7-5,4-3,3-2,7,5,12,4,3,7,3,2,5
1989,Playoffs,New York Knicks,5-4,4-1,1-3,5,4,9,4,1,5,1,3,4
1989,Playoffs,Golden State Warriors,4-4,1-2,3-2,4,4,8,1,2,3,3,2,5
1989,Playoffs,Milwaukee Bucks,3-6,1-3,2-3,3,6,9,1,3,4,2,3,5
1989,Playoffs,Seattle SuperSonics,3-5,2-2,1-3,3,5,8,2,2,4,1,3,4
1989,Playoffs,Atlanta Hawks,2-3,1-2,1-1,2,3,5,1,2,3,1,1,2
1989,Playoffs,Cleveland Cavaliers,2-3,1-2,1-1,2,3,5,1,2,3,1,1,2
1989,Playoffs,Houston Rockets,1-3,1-1,0-2,1,3,4,1,1,2,0,2,2
1989,Playoffs,Boston Celtics,0-3,0-1,0-2,0,3,3,0,1,1,0,2,2
1989,Playoffs,Denver Nuggets,0-3,0-1,0-2,0,3,3,0,1,1,0,2,2
1989,Playoffs,Philadelphia 76ers,0-3,0-1,0-2,0,3,3,0,1,1,0,2,2
1989,Playoffs,Portland Trail Blazers,0-3,0-1,0-2,0,3,3,0,1,1,0,2,2
1989,Playoffs,Utah Jazz,0-3,0-2,0-1,0,3,3,0,2,2,0,1,1
1990,Regular Season,Los Angeles Lakers,63-19,37-4,26-15,63,19,82,37,4,41,26,15,41
1990,Regular Season,Detroit Pistons,59-23,35-6,24-17,59,23,82,35,6,41,24,17,41
1990,Regular Season,Portland Trail Blazers,59-23,35-6,24-17,59,23,82,35,6,41,24,17,41
1990,Regular Season,San Antonio Spurs,56-26,34-7,22-19,56,26,82,34,7,41,22,19,41
1990,Regular Season,Chicago Bulls,55-27,36-5,19-22,55,27,82,36,5,41,19,22,41
1990,Regular Season,Utah Jazz,55-27,36-5,19-22,55,27,82,36,5,41,19,22,41
1990,Regular Season,Phoenix Suns,54-28,32-9,22-19,54,28,82,32,9,41,22,19,41
1990,Regular Season,Philadelphia 76ers,53-29,34-7,19-22,53,29,82,34,7,41,19,22,41
1990,Regular Season,Boston Celtics,52-30,30-11,22-19,52,30,82,30,11,41,22,19,41
1990,Regular Season,Dallas Mavericks,47-35,30-11,17-24,47,35,82,30,11,41,17,24,41
1990,Regular Season,New York Knicks,45-37,29-12,16-25,45,37,82,29,12,41,16,25,41
1990,Regular Season,Milwaukee Bucks,44-38,27-14,17-24,44,38,82,27,14,41,17,24,41
1990,Regular Season,Denver Nuggets,43-39,28-13,15-26,43,39,82,28,13,41,15,26,41
1990,Regular Season,Cleveland Cavaliers,42-40,27-14,15-26,42,40,82,27,14,41,15,26,41
1990,Regular Season,Indiana Pacers,42-40,28-13,14-27,42,40,82,28,13,41,14,27,41
1990,Regular Season,Houston Rockets,41-41,31-10,10-31,41,41,82,31,10,41,10,31,41
1990,Regular Season,Atlanta Hawks,41-41,25-16,16-25,41,41,82,25,16,41,16,25,41
1990,Regular Season,Seattle SuperSonics,41-41,30-11,11-30,41,41,82,30,11,41,11,30,41
1990,Regular Season,Golden State Warriors,37-45,27-14,10-31,37,45,82,27,14,41,10,31,41
1990,Regular Season,Washington Bullets,31-51,20-21,11-30,31,51,82,20,21,41,11,30,41
1990,Regular Season,Los Angeles Clippers,30-52,20-21,10-31,30,52,82,20,21,41,10,31,41
1990,Regular Season,Sacramento Kings,23-59,16-25,7-34,23,59,82,16,25,41,7,34,41
1990,Regular Season,Minnesota Timberwolves,22-60,17-24,5-36,22,60,82,17,24,41,5,36,41
1990,Regular Season,Charlotte Hornets,19-63,13-28,6-35,19,63,82,13,28,41,6,35,41
1990,Regular Season,Miami Heat,18-64,11-30,7-34,18,64,82,11,30,41,7,34,41
1990,Regular Season,Orlando Magic,18-64,12-29,6-35,18,64,82,12,29,41,6,35,41
1990,Regular Season,New Jersey Nets,17-65,13-28,4-37,17,65,82,13,28,41,4,37,41
1990,Playoffs,Detroit Pistons,15-5,10-1,5-4,15,5,20,10,1,11,5,4,9
1990,Playoffs,Portland Trail Blazers,12-9,9-3,3-6,12,9,21,9,3,12,3,6,9
1990,Playoffs,Chicago Bulls,10-6,8-0,2-6,10,6,16,8,0,8,2,6,8
1990,Playoffs,Phoenix Suns,9-7,5-2,4-5,9,7,16,5,2,7,4,5,9
1990,Playoffs,San Antonio Spurs,6-4,5-0,1-4,6,4,10,5,0,5,1,4,5
1990,Playoffs,Los Angeles Lakers,4-5,3-2,1-3,4,5,9,3,2,5,1,3,4
1990,Playoffs,New York Knicks,4-6,3-1,1-5,4,6,10,3,1,4,1,5,6
1990,Playoffs,Philadelphia 76ers,4-6,4-1,0-5,4,6,10,4,1,5,0,5,5
1990,Playoffs,Boston Celtics,2-3,2-1,0-2,2,3,5,2,1,3,0,2,2
1990,Playoffs,Cleveland Cavaliers,2-3,2-0,0-3,2,3,5,2,0,2,0,3,3
1990,Playoffs,Utah Jazz,2-3,1-2,1-1,2,3,5,1,2,3,1,1,2
1990,Playoffs,Houston Rockets,1-3,1-1,0-2,1,3,4,1,1,2,0,2,2
1990,Playoffs,Milwaukee Bucks,1-3,1-1,0-2,1,3,4,1,1,2,0,2,2
1990,Playoffs,Dallas Mavericks,0-3,0-1,0-2,0,3,3,0,1,1,0,2,2
1990,Playoffs,Denver Nuggets,0-3,0-1,0-2,0,3,3,0,1,1,0,2,2
1990,Playoffs,Indiana Pacers,0-3,0-1,0-2,0,3,3,0,1,1,0,2,2
1991,Regular Season,Portland Trail Blazers,63-19,36-5,27-14,63,19,82,36,5,41,27,14,41
1991,Regular Season,Chicago Bulls,61-21,35-6,26-15,61,21,82,35,6,41,26,15,41
1991,Regular Season,Los Angeles Lakers,58-24,33-8,25-16,58,24,82,33,8,41,25,16,41
1991,Regular Season,Boston Celtics,56-26,35-6,21-20,56,26,82,35,6,41,21,20,41
1991,Regular Season,Phoenix Suns,55-27,32-9,23-18,55,27,82,32,9,41,23,18,41
1991,Regular Season,San Antonio Spurs,55-27,33-8,22-19,55,27,82,33,8,41,22,19,41
1991,Regular Season,Utah Jazz,54-28,36-5,18-23,54,28,82,36,5,41,18,23,41
1991,Regular Season,Houston Rockets,52-30,31-10,21-20,52,30,82,31,10,41,21,20,41
1991,Regular Season,Detroit Pistons,50-32,32-9,18-23,50,32,82,32,9,41,18,23,41
1991,Regular Season,Milwaukee Bucks,48-34,33-8,15-26,48,34,82,33,8,41,15,26,41
1991,Regular Season,Golden State Warriors,44-38,30-11,14-27,44,38,82,30,11,41,14,27,41
1991,Regular Season,Philadelphia 76ers,44-38,29-12,15-26,44,38,82,29,12,41,15,26,41
1991,Regular Season,Atlanta Hawks,43-39,29-12,14-27,43,39,82,29,12,41,14,27,41
1991,Regular Season,Indiana Pacers,41-41,29-12,12-29,41,41,82,29,12,41,12,29,41
1991,Regular Season,Seattle SuperSonics,41-41,28-13,13-28,41,41,82,28,13,41,13,28,41
1991,Regular Season,New York Knicks,39-43,21-20,18-23,39,43,82,21,20,41,18,23,41
1991,Regular Season,Cleveland Cavaliers,33-49,23-18,10-31,33,49,82,23,18,41,10,31,41
1991,Regular Season,Los Angeles Clippers,31-51,23-18,8-33,31,51,82,23,18,41,8,33,41
1991,Regular Season,Orlando Magic,31-51,24-17,7-34,31,51,82,24,17,41,7,34,41
